slug,provider,offer,actionButtons,chain,dataSources,hasDashboard,historicalData,availableApis,price,planName,planType,starred,tag
dune-mainnet-free,,!offer:dune-free,"[""[Dashboard](https://dune.com/blockchains/hyperevm)""]",mainnet,,,,,,,,,
