slug,provider,offer,actionButtons,chain,technology,monitoringAndAnalytics,additionalFeatures,starred,availableApis,sdk,searchCapabilities,smartContractsVerifications,fullHistory,pricing,tag
etherscan-mainnet,,!offer:etherscan,"[""[Explore](https://hyperevmscan.io/)""]",mainnet,,,,,,,,,,,
