slug,provider,offer,actionButtons,toolType,programmingLanguage,tag,description,planType,planName,price,trial,starred,dependencies,latestKnownVersion,latestKnownReleaseDate,maintainer,license
dynamic-sdk-free,,!offer:dynamic-sdk-free,,,,,,,,,,,,,,,
