slug,provider,offer,actionButtons,chain,technology,starred,availableApis,monitoringAndAnalytics,additionalFeatures,dataTypes,decentralizationModel,economicalSecurity,economicalSecurityNote,sdk,auditsPerformed,tag
supra-mainnet,Supra,!offer:supra,"[Website](https://supra.com)",mainnet,,FALSE,,,,,,,,,,mint
