slug,provider,offer,actionButtons,openSource,supportedPlatforms,custodial,mfa,msig,hardware,keyExport,native,evm,tendermint,tokensSupport,staking,price,support,audit,languages,starred,tag
safe-gnosis,Safe,!offer:safe-gnosis,"[Website](https://safe.mainnet.mintchain.io)",TRUE,,,,TRUE,,,,TRUE,,,,,,,,FALSE,mint
